1063,3,4,842,10,1
1426,10,7,1598,9,8
2804,6,4,214,7,10
2804,6,4,2035,2,4
1644,5,5,1753,1,2
2080,7,7,2380,6,4
1516,5,9,257,9,7
628,10,7,1046,5,6
367,7,3,921,1,10
2255,2,8,1839,3,9
2255,2,8,1952,7,8
1156,10,3,449,2,10
1811,2,7,730,4,2
1354,9,1,861,8,2
801,5,7,552,9,5
565,1,8,55,8,2
565,1,8,411,3,6
2436,6,3,721,7,8
1483,6,7,284,5,9
1483,6,7,2716,5,3
1814,2,8,1604,3,5
740,7,1,834,10,6
2367,9,7,296,1,4
2367,9,7,1529,1,5
2375,5,3,83,3,3
1765,10,1,2928,3,8
272,3,10,225,5,1
272,3,10,1285,9,1
326,1,7,2841,3,5
2111,8,4,995,9,1
135,3,1,1658,7,5
359,10,5,2537,2,1
1644,5,4,2066,2,3
1171,3,5,1374,5,7
1171,3,5,2393,4,7
2746,9,4,2720,8,8
2298,2,1,632,3,10
2298,2,1,2261,3,8
1320,9,6,1562,8,8
1320,9,6,1840,1,7
2984,1,10,277,7,8
2414,9,10,2640,8,8
878,10,3,1649,9,4
878,10,3,1715,7,8
80,2,8,401,7,3
2347,5,10,1871,9,1
2349,8,6,705,5,4
2884,6,5,1966,10,6
242,4,3,2130,3,3
2589,5,9,660,2,2
637,9,4,402,8,9
1914,4,7,778,2,1
1018,8,8,160,10,3
1313,5,5,1506,8,8
2971,8,6,124,2,1
1875,10,3,1100,4,10
1634,1,8,2181,3,6
184,3,1,247,8,8
1659,9,6,1568,5,10
1664,3,10,2434,9,6
715,5,6,2838,6,6
266,5,1,1317,10,9
785,2,6,1993,6,4
698,2,3,634,9,10
2202,2,1,2392,1,4
2231,8,8,2859,10,9
1847,2,3,1830,3,6
1265,9,9,1199,8,6
2540,2,9,1095,8,10
353,6,9,550,4,7
353,6,9,2471,2,3
1757,8,1,2128,6,5
988,3,3,1137,4,7
2733,10,2,657,3,6
1764,4,5,635,1,4
976,5,8,240,1,7
976,5,8,428,9,2
1373,6,8,1858,2,7
1373,6,8,2589,8,1
1529,4,8,2947,3,5
2905,1,10,2847,3,2
1989,7,3,1385,5,1
1362,1,1,2676,4,8
2128,10,7,254,2,10
2128,10,7,1022,8,9
2445,9,4,123,7,9
364,3,10,1520,6,1
427,8,8,1744,10,7
274,8,3,321,6,6
274,8,3,569,5,6
2659,8,7,659,9,10
882,7,4,2929,3,3
633,5,8,1967,10,3
633,5,8,2588,8,4
189,9,1,45,7,10
189,9,1,2207,2,1
2814,1,3,2077,7,4
463,8,2,738,6,8
463,8,2,1995,2,2
1237,9,6,2902,2,5
662,1,8,1777,7,4
840,4,10,2817,10,5
2068,8,5,1852,10,6
1245,8,5,176,2,4
539,3,6,2041,7,7
1291,7,5,2361,8,7
1261,9,4,26,10,5
1708,6,2,520,4,1
2823,4,5,1714,5,7
944,2,5,773,8,10
2392,3,4,1422,5,5
833,3,8,2271,6,6
2352,3,3,840,9,2
556,10,7,1365,6,8
820,8,2,53,7,7
820,8,2,1151,5,4
2791,2,5,2941,9,4
1828,3,9,64,8,4
1828,3,9,2682,8,9
2369,6,9,2185,2,9
452,1,10,338,2,9
2865,1,5,2403,6,3
2754,4,4,264,7,10
1118,8,1,2926,4,8
124,4,3,1888,5,1
1259,4,4,1179,1,10
1209,5,6,2347,6,9
439,2,3,2496,1,3
439,2,3,2579,5,6
1323,3,8,1267,5,4
2760,2,4,1764,3,10
1466,7,6,1657,1,1
721,8,6,1192,7,10
721,8,6,2844,3,6
89,7,7,1261,5,5
89,7,7,1624,8,3
572,7,3,1883,9,1
2001,5,6,41,9,9
2001,5,6,51,3,10
2001,5,6,2479,7,8
1515,4,5,1048,8,7
1685,1,4,363,6,1
2674,7,2,1885,3,6
1875,6,5,923,2,2
1875,6,5,2681,8,8
1875,6,5,2708,5,9
646,2,5,419,10,8
2115,6,1,1004,2,2
208,9,8,250,3,6
208,9,8,721,7,1
2727,2,10,873,3,8
2876,5,2,2614,6,9
2273,1,3,2561,5,5
96,5,1,791,1,3
83,3,7,1763,6,10
1143,7,7,201,3,3
1143,7,7,1481,9,10
1143,7,7,1996,8,5
1143,7,7,2342,3,9
2330,3,3,449,4,8
2330,3,3,840,4,3
1361,9,10,412,3,8
2451,7,8,1437,4,3
1761,2,8,2016,6,5
1863,3,3,780,9,8
2636,1,6,490,2,10
941,3,1,2467,4,2
776,4,6,1002,1,2
178,4,9,440,10,2
1258,3,3,832,10,10
1258,3,3,2000,8,7
2296,5,4,2200,7,8
213,3,10,181,2,10
2683,10,10,210,7,3
2742,1,1,1189,8,3
2742,1,1,2758,6,3
873,6,1,1762,10,8
1866,6,10,1144,3,3
1866,6,10,2388,4,1
1866,6,10,2457,8,9
2289,9,5,2035,10,6
1126,5,7,91,9,6
1126,5,7,969,4,2
817,1,1,192,2,5
817,1,1,261,7,9
1803,2,2,161,4,6
1803,2,2,1647,1,7
1803,2,2,1855,3,1
1249,8,2,1873,4,7
1571,8,5,1825,1,6
2939,8,7,800,10,5
169,8,1,782,7,6
2002,7,8,2017,1,5
2034,1,1,182,7,7
2752,2,1,2585,1,4
470,4,6,1095,7,9
470,4,6,1413,1,8
2478,6,6,260,4,4
1882,8,2,78,1,8
862,1,9,485,2,2
18,5,9,2483,10,1
1475,5,2,257,10,1
1475,5,2,399,3,6
2544,7,1,2344,2,8
1954,2,4,2067,8,8
2315,2,4,905,3,7
669,8,4,1138,7,10
2460,7,10,141,4,10
41,7,6,634,10,7
41,7,6,1184,1,5
2838,5,7,2762,4,2
1239,8,9,1286,9,8
2002,4,1,466,7,2
454,4,3,768,1,2
454,4,3,1581,2,7
2706,1,4,1490,9,2
2101,3,5,899,8,7
2184,5,8,139,3,4
2312,6,7,1591,3,10
206,6,1,2246,1,7
442,9,6,2311,1,4
2583,5,6,2298,2,5
2979,8,3,2853,3,6
1317,5,1,2579,6,10
2311,10,1,1413,1,8
2552,10,10,1634,2,10
2552,10,10,2663,8,5
2062,10,3,1088,1,4
2697,3,8,874,10,5
2078,9,1,2635,10,5
884,8,2,2969,6,4
1888,1,7,35,7,2
1888,1,7,1413,3,7
2675,9,8,2329,5,1
948,7,5,1299,1,7
948,7,5,1492,6,6
1009,8,10,1537,7,9
1009,8,10,1959,9,9
2588,6,10,375,10,7
1163,7,10,666,10,9
1163,7,10,1638,1,9
1771,3,3,552,1,5
2000,1,8,289,7,7
1108,2,8,1539,9,4
510,7,7,1619,5,9
1854,6,1,813,4,1
2686,6,6,322,8,3
2686,6,6,2225,7,2
1222,6,3,1065,4,8
2986,7,1,2118,10,7
526,1,7,1183,5,1
210,6,2,1852,10,7
925,4,4,881,5,1
2647,7,5,2148,1,7
2372,1,10,541,3,7
2372,1,10,1038,6,10
1291,6,1,342,1,9
1637,2,7,1054,7,8
1448,6,2,2347,5,2
1250,1,9,316,2,6
2692,8,6,2977,5,7
406,3,1,2668,2,10
1509,5,10,2290,9,1
2429,9,8,1197,10,6
716,4,5,429,9,3
716,4,5,476,6,6
485,7,8,1176,3,9
2717,3,9,991,6,3
1688,2,6,1243,8,4
9,1,2,102,2,4
9,1,2,2844,5,6
2070,1,8,254,2,5
2070,1,8,1386,3,7
350,7,3,2990,10,3
408,5,9,2659,8,3
2079,7,7,390,2,8
1452,6,9,2691,8,1
1916,6,2,1459,1,4
1515,10,5,1324,1,1
1515,10,5,1779,9,6
1423,10,2,794,8,10
1513,2,6,141,7,3
2435,2,5,2025,8,10
634,9,10,239,6,1
634,9,10,698,2,3
634,9,10,1009,6,9
634,9,10,2715,7,9
1054,9,5,2065,2,9
154,10,10,1224,5,8
2859,6,2,1534,5,7
840,9,7,624,5,5
840,9,7,1286,6,6
2628,10,2,371,1,2
2628,10,2,1294,8,3
2628,10,2,2305,8,10
2628,10,2,2537,6,6
472,8,10,287,9,5
667,2,10,728,10,4
1278,5,4,2587,4,2
2823,10,9,2116,4,1
2823,10,9,2212,8,3
2937,7,3,297,3,8
100,3,3,398,6,7
100,3,3,2171,6,2
20,4,2,224,1,6
20,4,2,1615,2,10
729,4,4,571,7,10
729,4,4,1630,3,4
2994,2,8,2636,3,2
989,10,1,2920,3,3
977,3,6,2263,5,5
2311,10,10,97,4,2
368,7,4,2826,10,10
1762,5,1,750,2,10
2731,8,10,23,4,7
1191,1,1,2212,3,6
1191,1,1,2964,2,6
1148,2,6,1250,5,2
863,3,8,667,7,8
863,3,8,2561,1,5
863,3,8,2856,1,6
2667,9,9,1696,1,5
2778,6,10,811,1,1
1556,3,3,1180,10,8
1799,10,5,2361,4,3
1780,10,5,2386,1,9
2810,8,9,1286,4,8
193,6,2,1328,9,9
1180,9,2,249,5,7
1180,9,2,2838,5,2
1383,7,3,649,3,8
328,5,2,866,1,4
2857,1,9,347,8,1
2857,1,9,498,8,6
1002,8,4,2774,3,10
2963,10,8,2912,8,6
2963,10,8,2998,3,8
2428,2,5,880,10,10
2428,2,5,1005,4,6
2171,2,6,2171,1,5
63,2,6,1517,1,6
1895,5,2,1561,8,4
2211,8,7,18,3,2
1815,7,6,456,3,5
1941,10,1,2797,8,1
1915,5,1,688,1,4
940,2,10,954,8,4
1597,9,3,2252,7,9
2031,9,4,2254,3,6
1903,5,2,776,6,9
1953,8,5,1143,10,7
1953,8,5,1158,2,5
229,6,3,2550,4,7
1164,7,9,1491,8,1
211,5,9,2082,4,7
2102,5,4,1569,1,4
2102,5,4,1876,9,1
1974,8,6,430,1,1
1974,8,6,2748,9,8
2793,3,8,1474,4,8
359,7,1,317,9,10
391,5,4,949,6,6
2745,4,6,2044,6,5
346,1,6,856,6,10
346,1,6,2972,2,9
1960,3,3,298,8,5
1960,3,3,798,5,9
1960,3,3,2476,5,3
748,5,10,298,7,2
2243,3,8,759,9,5
506,1,4,1091,7,7
1527,10,8,1938,8,7
2942,10,10,2005,5,5
2942,10,10,2335,7,2
2111,9,5,76,6,10
2111,9,5,2399,3,9
1871,8,9,620,9,6
1871,8,9,1691,5,6
1871,8,9,1907,9,2
2692,9,5,2325,4,9
803,7,6,1672,6,1
1450,8,5,2994,1,8
2492,9,7,1865,5,4
2492,9,7,2941,4,2
1910,1,5,50,4,3
2484,1,10,2270,8,10
2651,1,4,1050,9,9
1553,8,7,746,7,5
820,8,3,1827,3,4
950,4,5,910,3,3
2857,8,10,2776,3,6
2513,3,3,1140,4,2
2417,1,7,1295,3,10
2049,7,9,168,9,10
2049,7,9,2284,3,10
207,10,6,2016,4,2
207,10,6,2046,7,9
602,10,6,1022,1,7
2617,4,6,449,6,4
2617,4,6,2052,8,4
2387,8,10,866,4,1
2387,8,10,2096,4,10
2387,8,10,2188,4,1
972,10,2,1975,2,7
485,7,7,1834,6,7
270,7,3,512,8,1
270,7,3,1608,2,7
1768,9,6,1730,3,6
1768,9,6,2779,10,3
1973,3,9,2429,4,10
2300,1,9,2182,2,2
1394,7,5,1743,6,10
1394,7,5,1841,8,3
2812,2,6,468,8,10
2812,2,6,2359,4,6
704,4,10,2451,10,3
1290,1,7,600,5,8
309,7,8,2116,3,1
1666,10,5,1632,4,3
2995,5,2,1666,7,7
944,6,8,563,8,7
207,3,2,1139,6,1
2073,5,7,1888,4,9
1437,1,9,907,4,4
1200,9,8,1550,7,10
1735,9,3,1578,2,10
2166,2,9,2752,3,7
1546,5,6,1182,3,4
1546,5,6,2578,3,3
101,2,3,1096,4,10
490,1,7,1800,5,9
2075,4,3,1192,10,10
2075,4,3,1630,9,5
2075,4,3,2298,6,7
46,4,1,548,8,10
46,4,1,1178,10,2
46,4,1,2437,10,9
2568,9,5,2122,5,5
1474,3,7,2087,8,5
908,6,1,1399,4,9
2718,3,4,2511,6,8
609,6,4,2041,3,6
609,6,4,2264,4,6
517,7,2,58,6,7
721,9,1,138,5,5
2330,5,9,676,7,1
2564,9,1,1614,6,10
2741,5,1,1833,2,6
1817,1,4,2170,2,9
451,2,2,1705,9,5
1644,3,7,659,9,2
433,8,10,217,1,3
433,8,10,2063,5,3
1691,7,7,843,9,10
2473,5,2,2677,2,10
2128,2,8,2687,6,7
517,6,5,781,1,2
385,2,4,1504,6,2
1848,10,8,2749,4,1
2238,2,4,1986,5,10
2084,6,10,1977,2,2
2744,6,9,2999,8,9
2834,7,7,258,1,3
2306,7,2,737,2,10
2042,3,6,1985,1,7
1382,5,3,1202,10,3
810,2,9,973,4,3
810,2,9,2647,5,5
1420,5,9,665,4,4
2740,4,2,516,2,1
2740,4,2,1084,3,3
2740,4,2,1160,1,4
1797,10,1,1897,2,6
1797,10,1,2225,8,6
31,7,1,1211,2,5
2135,7,6,263,10,8
2215,7,1,1016,1,8
725,2,3,1022,3,9
987,9,6,2644,6,4
2701,2,7,1641,6,3
2016,2,3,1766,1,3
2016,2,3,1977,7,8
2016,2,3,2022,5,10
670,2,3,2003,1,6
2335,10,10,1370,7,7
2335,10,10,1376,1,5
2335,10,10,1452,5,2
2401,10,4,1703,4,6
144,7,7,1683,8,9
833,8,6,1526,7,8
123,4,9,556,7,7
2366,8,3,1850,10,6
2988,9,6,2041,5,2
1581,4,10,936,6,10
1987,10,4,2429,7,6
2945,3,2,563,5,8
785,3,3,165,2,9
785,3,3,709,4,6
1166,10,4,1938,7,9
891,1,2,1528,7,5
1831,4,5,388,9,4
1800,5,9,490,1,7
2553,7,9,641,3,3
2372,3,5,148,5,2
1830,4,10,2626,10,5
2712,8,5,2679,4,4
2712,8,5,2850,5,2
2858,9,7,2609,1,1
1504,2,3,474,4,1
2663,7,1,1354,10,5
2663,7,1,2358,9,7
712,8,1,494,6,3
712,8,1,753,4,1
687,6,2,754,8,7
687,6,2,2371,9,8
551,10,10,244,3,5
1433,8,7,1117,1,10
898,7,8,1920,4,3
898,7,8,2805,1,6
1718,5,7,2645,9,9
1769,8,8,2274,7,8
1152,5,8,2350,8,3
701,4,10,716,6,4
2356,5,2,1489,4,1
1581,8,9,1040,5,1
938,2,4,1737,9,8
2620,9,8,1147,2,8
2406,1,6,701,4,7
2406,1,6,1684,10,5
2475,8,9,2810,2,1
2891,9,6,1899,8,9
2891,9,6,2235,6,9
216,6,3,899,1,4
2283,2,9,2556,8,3
415,1,8,210,10,4
1159,6,3,438,9,2
1766,6,8,634,10,4
1770,5,5,335,3,5
402,1,5,2792,5,2
1903,4,7,1218,6,1
1785,1,2,1654,5,8
1573,5,4,39,7,1
1573,5,4,612,2,9
1573,5,4,794,4,2
773,5,5,610,6,6
817,5,4,1511,7,3
2928,2,7,95,3,1
2928,2,7,689,10,8
2928,2,7,2469,4,3
457,1,1,998,6,8
457,1,1,2859,6,6
1824,4,8,1505,9,2
2849,4,1,370,9,2
1693,3,1,2811,1,1
2670,8,9,541,9,10
1709,5,2,2794,9,7
2920,6,4,1323,1,8
1556,10,10,163,4,10
1532,3,4,319,10,10
1532,3,4,1790,4,10
1532,3,4,2840,8,1
209,10,2,1765,9,3
1967,2,8,2807,5,2
2583,10,4,2210,9,7
2359,10,3,1575,3,6
411,7,10,312,4,5
2750,1,5,1631,10,6
38,4,2,2793,8,10
1390,1,2,2401,6,10
2065,1,6,1642,10,10
2392,1,4,2202,2,1
2392,1,4,2644,7,2
287,9,3,603,7,3
1262,6,2,725,5,7
970,3,2,1748,9,9
926,3,8,1351,2,2
2535,3,8,2944,6,5
1978,5,1,2459,9,7
2324,8,4,1852,3,4
2472,7,9,20,4,5
2472,7,9,2296,5,5
113,3,10,2681,5,1
2756,6,6,1055,4,6
1873,5,1,2267,8,9
1431,9,2,824,4,2
1279,6,10,9,5,2
1637,4,2,2407,8,10
1637,4,2,2752,1,10
942,2,8,1836,10,4
956,6,7,2022,3,1
1106,1,6,974,6,1
1266,6,2,882,2,6
702,9,1,336,8,4
2643,4,3,715,6,5
1413,5,6,2832,7,2
150,6,2,1448,8,9
1149,1,10,666,2,5
1149,1,10,1280,6,3
1149,1,10,2810,4,8
875,3,6,965,5,5
233,1,10,389,6,1
2514,2,6,782,8,2
2645,8,4,2995,1,3
928,8,4,2011,7,10
2785,6,3,2416,10,7
1464,1,8,1947,2,10
1000,6,7,2412,7,9
2051,5,7,1277,10,1
2051,5,7,1733,1,7
2939,1,5,1950,7,6
2068,7,8,2494,6,8
1435,4,9,98,8,8
1435,4,9,2225,7,2
1435,4,9,2326,6,8
474,2,6,633,7,4
1507,10,9,2657,5,1
1736,4,4,2,3,7
1736,4,4,2564,7,7
1883,7,9,1713,2,10
244,9,6,114,7,2
1091,1,9,541,2,4
1091,1,9,2860,6,10
2474,10,7,497,8,3
2247,4,6,2101,1,7
2036,4,7,182,8,6
630,6,9,168,4,9
630,6,9,1214,5,7
630,6,9,2593,7,8
1262,4,4,1449,10,4
343,10,8,84,9,3
2002,6,4,368,5,8
2495,4,2,2044,6,5
417,2,7,2618,7,1
1945,7,4,755,4,5
1945,7,4,1088,10,4
1652,1,1,56,8,8
1719,4,8,315,7,4
385,3,2,2617,7,1
1901,8,1,147,2,9
1901,8,1,2060,1,10
1597,9,2,2513,8,7
141,6,10,1533,1,10
141,6,10,2340,4,5
1220,5,2,2133,3,6
761,3,3,2005,5,4
582,5,2,1815,9,5
2245,5,9,184,3,5
2245,5,9,2605,3,5
1695,7,8,2934,8,9
889,5,2,2110,3,7
704,8,3,210,6,7
704,8,3,2344,10,9
2550,5,10,2067,10,4
1347,4,10,2433,8,9
2209,8,10,1232,9,3
2209,8,10,2489,3,3
943,6,1,2786,10,7
531,10,2,249,6,1
2000,8,7,1258,3,3
2000,8,7,1435,7,1
2572,8,8,2112,10,3
2572,8,8,2961,4,2
1626,9,4,1320,7,6
1651,10,1,1494,6,1
1651,10,1,2419,8,4
1963,10,7,692,8,9
1963,10,7,2114,1,3
1963,10,7,2411,7,4
1917,9,5,2176,3,3
2434,8,2,2311,9,9
1992,4,8,411,1,7
1844,1,9,1124,5,6
1829,8,3,1979,5,4
1960,5,5,2438,6,10
1960,5,5,2802,2,2
1725,1,4,1363,5,8
373,4,7,2056,1,6
2321,7,1,1831,1,8
1713,9,3,1455,2,5
1713,9,3,2506,7,5
364,5,4,445,3,3
2958,5,4,260,8,2
1119,8,2,558,9,10
189,3,8,781,7,9
189,3,8,1569,1,5
691,3,5,2392,8,2
2367,6,10,366,8,8
2367,6,10,891,9,8
2367,6,10,2112,9,7
2367,6,10,2829,8,9
2125,7,8,573,8,8
539,1,8,796,6,2
2411,6,10,546,4,3
936,2,3,536,8,8
210,1,3,103,10,7
210,1,3,683,10,1
210,1,3,1972,2,9
210,1,3,2318,6,4
2751,4,9,1026,8,7
2751,4,9,2628,2,2
239,8,8,31,2,5
2492,7,3,2636,1,4
1282,7,1,1809,5,7
1987,5,9,1238,3,6
2094,9,2,43,2,1
2733,2,1,1402,9,5
162,10,3,1999,9,2
1000,7,6,805,6,7
1000,7,6,2485,1,3
383,7,2,2359,8,3
2832,7,2,1068,4,4
2832,7,2,1413,5,6
2726,9,5,1603,6,7
500,7,4,1560,3,4
259,5,3,1568,10,5
259,5,3,1614,7,4
292,8,7,2475,7,2
1892,2,3,1355,6,8
1892,2,3,2006,10,5
2230,2,6,1186,9,9
2230,2,6,2112,6,8
146,10,7,2342,4,1
1406,10,7,2620,2,1
2306,8,4,996,10,3
1364,6,8,1446,5,4
2335,6,1,2701,2,10
297,1,9,1524,7,3
1720,3,9,1127,4,4
1720,3,9,1310,6,8
1380,6,8,743,3,3
231,5,9,2011,6,10
1239,1,9,1965,8,8
1661,3,7,677,7,6
1661,3,7,994,10,4
1661,3,7,1298,1,6
2616,9,10,705,8,4
298,6,10,1283,9,4
